order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
7584,2022-03-09,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,TEC-PH-10000730,7,1050.0,2450.0,700.0
7585,2023-06-01,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10004409,5,4.0,6.0,4.0
7586,2022-02-26,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10000675,3,24.0,96.0,4.0
7587,2022-08-13,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Art,OFF-AR-10001573,4,2.0,8.0,2.0
7588,2023-06-25,Standard Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Binders,OFF-BI-10001597,3,36.0,84.0,26.0
7589,2023-08-22,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,FUR-FU-10001196,3,10.0,10.0,10.0
7590,2022-04-05,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Art,OFF-AR-10004602,7,65.0,65.0,55.0
7591,2022-09-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10000260,9,24.0,36.0,24.0
7592,2022-04-30,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10001146,2,28.0,42.0,18.0
7593,2022-07-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,OFF-AR-10000896,3,4.0,6.0,4.0
7594,2023-04-21,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,FUR-CH-10000309,3,178.0,712.0,18.0
7595,2022-11-10,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10001989,7,45.0,105.0,15.0
7596,2023-03-30,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Binders,OFF-BI-10001036,4,16.0,24.0,16.0
7597,2022-08-08,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10002103,3,46.0,184.0,16.0
7598,2022-11-01,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10001473,2,5.0,5.0,5.0
7599,2023-11-28,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Art,OFF-AR-10000411,3,20.0,20.0,10.0
7600,2022-01-04,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,OFF-PA-10000246,5,8.0,32.0,-2.0
7601,2022-05-28,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Machines,TEC-MA-10004086,5,15.0,15.0,15.0
7602,2022-03-30,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Paper,OFF-PA-10003039,6,30.0,120.0,20.0
7603,2022-02-07,Standard Class,Consumer,United States,Springfield,Oregon,97477,West,Technology,Accessories,TEC-AC-10004633,10,12.0,48.0,2.0
7604,2023-08-24,Standard Class,Corporate,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10000289,2,5.0,5.0,5.0
7605,2023-02-20,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10003247,3,12.0,18.0,12.0
7606,2023-10-30,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,FUR-FU-10002191,2,5.0,5.0,5.0
7607,2023-12-07,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10001496,9,520.0,780.0,390.0
7608,2023-05-04,First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,OFF-ST-10000585,2,104.0,156.0,84.0
7609,2023-12-02,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10001166,4,15.0,15.0,15.0
7610,2022-12-23,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003651,7,10.0,10.0,10.0
7611,2022-03-30,First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,OFF-PA-10001800,3,4.0,16.0,4.0
7612,2023-12-29,First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Paper,OFF-PA-10000791,2,3.0,7.0,3.0
7613,2022-08-25,First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Fasteners,OFF-FA-10000134,1,4.0,6.0,4.0
7614,2023-08-12,First Class,Consumer,United States,Garden City,Kansas,67846,Central,Office Supplies,Art,OFF-AR-10001149,2,3.0,7.0,3.0
7615,2023-05-25,Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10000010,3,4.0,6.0,4.0
7616,2023-05-17,Standard Class,Corporate,United States,Orlando,Florida,32839,South,Office Supplies,Binders,OFF-BI-10000201,9,3.0,7.0,3.0
7617,2022-08-06,Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Paper,OFF-PA-10001776,2,6.0,14.0,6.0
7618,2023-10-30,Standard Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Binders,OFF-BI-10003656,5,340.0,340.0,220.0
7619,2023-11-05,First Class,Corporate,United States,Los Angeles,California,90032,West,Furniture,Tables,FUR-TA-10001539,1,38.0,152.0,-2.0
7620,2022-08-01,First Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Phones,TEC-PH-10004100,5,28.0,42.0,18.0
7621,2022-08-30,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001580,5,162.0,378.0,82.0
7622,2022-02-20,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10002335,4,292.0,438.0,252.0
7623,2022-04-22,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10004707,3,5.0,5.0,5.0
7624,2023-12-14,Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,OFF-AP-10000576,1,20.0,20.0,20.0
7625,2022-05-23,Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Office Supplies,Appliances,OFF-AP-10001394,5,170.0,680.0,50.0
7626,2023-12-17,Second Class,Home Office,United States,Detroit,Michigan,48234,Central,Furniture,Furnishings,FUR-FU-10003724,9,40.0,40.0,30.0
7627,2023-09-04,Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,OFF-AP-10002867,6,165.0,165.0,95.0
7628,2023-02-18,Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,TEC-AC-10002718,2,10.0,10.0,10.0
7629,2023-04-19,Second Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Labels,OFF-LA-10003121,5,4.0,16.0,4.0
7630,2023-09-15,First Class,Home Office,United States,Brownsville,Texas,78521,Central,Office Supplies,Envelopes,OFF-EN-10002230,5,136.0,204.0,96.0
7631,2022-02-24,First Class,Home Office,United States,Brownsville,Texas,78521,Central,Technology,Phones,TEC-PH-10001819,7,50.0,200.0,30.0
7632,2023-07-28,First Class,Home Office,United States,Brownsville,Texas,78521,Central,Furniture,Chairs,FUR-CH-10002304,7,52.0,78.0,32.0
7633,2023-10-11,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10002602,8,242.0,968.0,82.0
7634,2023-12-06,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Binders,OFF-BI-10002414,1,2.0,8.0,2.0
7635,2022-03-23,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,OFF-AR-10003696,1,6.0,24.0,6.0
7636,2023-01-24,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10004495,1,60.0,240.0,0.0
7637,2022-10-12,Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Furniture,Chairs,FUR-CH-10001270,3,52.0,208.0,32.0
7638,2023-11-28,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10001615,3,18.0,42.0,18.0
7639,2023-08-05,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Envelopes,OFF-EN-10003286,7,18.0,42.0,8.0
7640,2023-12-07,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Bookcases,FUR-BO-10003660,2,176.0,264.0,116.0
7641,2022-08-01,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10002764,6,35.0,35.0,25.0
7642,2023-05-10,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Machines,TEC-MA-10001695,6,140.0,560.0,60.0
7643,2023-12-24,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10002824,4,10.0,10.0,10.0
7644,2022-09-25,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10002571,4,4.0,6.0,4.0
7645,2023-07-13,First Class,Home Office,United States,Pueblo,Colorado,81001,West,Technology,Accessories,TEC-AC-10001553,5,35.0,35.0,25.0
7646,2022-10-13,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,FUR-CH-10003973,3,445.0,445.0,335.0
7647,2022-09-14,Standard Class,Consumer,United States,Greenville,North Carolina,27834,South,Technology,Machines,TEC-MA-10002073,2,650.0,650.0,510.0
7648,2023-06-10,First Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10003529,2,0.0,0.0,0.0
7649,2023-10-23,First Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Chairs,FUR-CH-10000309,4,540.0,810.0,420.0
7650,2023-10-01,Standard Class,Corporate,United States,Marion,Ohio,43302,East,Furniture,Tables,FUR-TA-10004154,9,620.0,930.0,530.0
7651,2022-05-23,Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Envelopes,OFF-EN-10003286,3,10.0,10.0,10.0
7652,2022-10-23,First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Accessories,TEC-AC-10001552,3,24.0,96.0,4.0
7653,2022-02-14,First Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Storage,OFF-ST-10002790,2,48.0,72.0,38.0
7654,2023-01-27,Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Art,OFF-AR-10003217,4,10.0,10.0,10.0
7655,2022-11-24,Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Furniture,Furnishings,FUR-FU-10002813,4,24.0,56.0,14.0
7656,2022-04-19,Second Class,Consumer,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,OFF-PA-10003848,4,6.0,24.0,6.0
7657,2023-10-06,Same Day,Home Office,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,OFF-AP-10000240,2,44.0,66.0,34.0
7658,2023-06-03,Same Day,Home Office,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10004091,4,76.0,114.0,56.0
7659,2022-01-30,First Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,OFF-BI-10001071,4,32.0,48.0,22.0
7660,2022-08-13,Standard Class,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Binders,OFF-BI-10003676,5,25.0,25.0,15.0
7661,2022-12-29,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Furnishings,FUR-FU-10004864,3,24.0,56.0,14.0
7662,2022-10-20,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Binders,OFF-BI-10003708,7,4.0,6.0,4.0
7663,2022-12-21,First Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10002067,5,30.0,70.0,10.0
7664,2022-06-15,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,OFF-AR-10003158,5,10.0,10.0,10.0
7665,2022-03-29,Standard Class,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,FUR-FU-10000193,4,65.0,65.0,55.0
7666,2022-07-20,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Binders,OFF-BI-10000977,1,6.0,24.0,6.0
7667,2022-08-05,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Copiers,TEC-CO-10001449,9,2160.0,3240.0,1080.0
7668,2023-08-04,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Storage,OFF-ST-10000136,3,36.0,84.0,16.0
7669,2022-08-17,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,OFF-PA-10000743,6,16.0,24.0,6.0
7670,2023-12-17,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,OFF-PA-10001019,3,24.0,36.0,24.0
7671,2023-08-02,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Technology,Accessories,TEC-AC-10003095,2,104.0,156.0,84.0
7672,2023-08-07,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Bookcases,FUR-BO-10002916,1,68.0,102.0,48.0
7673,2023-03-03,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Furnishings,FUR-FU-10002506,3,20.0,20.0,10.0
7674,2022-11-18,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,OFF-PA-10003823,5,45.0,105.0,25.0
7675,2023-08-05,Second Class,Home Office,United States,Everett,Massachusetts,2149,East,Furniture,Tables,FUR-TA-10004619,4,135.0,315.0,65.0
7676,2022-10-27,Second Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Appliances,OFF-AP-10001271,3,75.0,75.0,65.0
7677,2023-10-19,Same Day,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10002331,3,6.0,14.0,6.0
7678,2023-06-02,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10003228,4,40.0,160.0,0.0
7679,2023-03-19,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10002586,3,5.0,5.0,5.0
7680,2022-01-29,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,TEC-AC-10002049,4,676.0,1014.0,386.0
7681,2022-01-11,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Bookcases,FUR-BO-10000362,2,102.0,238.0,72.0
7682,2023-06-15,Standard Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,FUR-CH-10004218,6,244.0,366.0,174.0
7683,2023-11-30,First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Appliances,OFF-AP-10003779,1,38.0,152.0,-2.0
7684,2023-12-31,First Class,Home Office,United States,Midland,Michigan,48640,Central,Office Supplies,Binders,OFF-BI-10003527,3,1143.0,2667.0,493.0
7685,2022-05-20,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10002897,9,12.0,18.0,12.0
7686,2022-08-01,Standard Class,Consumer,United States,Rochester,New York,14609,East,Technology,Phones,TEC-PH-10002584,1,315.0,315.0,215.0
7687,2022-02-24,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Furniture,Tables,FUR-TA-10001095,9,471.0,1099.0,341.0
7688,2023-04-19,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10004002,1,8.0,12.0,8.0
7689,2023-09-04,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Technology,Accessories,TEC-AC-10004518,8,48.0,112.0,18.0
7690,2023-10-30,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Appliances,OFF-AP-10002191,3,90.0,90.0,50.0
7691,2023-03-28,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Furniture,Tables,FUR-TA-10004575,3,435.0,435.0,265.0
7692,2022-03-28,First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,OFF-PA-10003177,2,4.0,6.0,4.0
7693,2022-09-27,Standard Class,Consumer,United States,Brentwood,California,94513,West,Office Supplies,Labels,OFF-LA-10003923,6,36.0,54.0,26.0
7694,2022-05-18,Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Phones,TEC-PH-10001051,4,128.0,192.0,88.0
7695,2022-04-22,Same Day,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004754,7,34.0,136.0,14.0
7696,2022-03-19,First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Paper,OFF-PA-10000357,5,64.0,96.0,54.0
7697,2022-09-09,First Class,Home Office,United States,Houston,Texas,77036,Central,Office Supplies,Binders,OFF-BI-10001787,4,4.0,6.0,4.0
7698,2023-05-06,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Technology,Copiers,TEC-CO-10002313,2,240.0,960.0,70.0
7699,2022-08-12,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,OFF-ST-10002790,1,35.0,35.0,25.0
7700,2023-07-12,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Supplies,OFF-SU-10001664,3,9.0,21.0,-1.0
7701,2022-02-05,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,OFF-FA-10001332,6,4.0,16.0,4.0
7702,2023-12-30,Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,FUR-TA-10003473,2,159.0,371.0,109.0
7703,2022-06-08,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,OFF-PA-10000605,2,5.0,5.0,5.0
7704,2022-07-11,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,TEC-PH-10002170,3,84.0,126.0,54.0
7705,2022-08-20,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Furniture,Tables,FUR-TA-10004147,4,135.0,315.0,105.0
7706,2022-12-28,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Accessories,TEC-AC-10003911,3,96.0,384.0,66.0
7707,2023-04-10,Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,OFF-AR-10002578,3,3.0,7.0,3.0
7708,2022-04-23,Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,OFF-AR-10001761,2,3.0,7.0,3.0
7709,2022-06-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10001553,3,16.0,24.0,6.0
7710,2022-09-14,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10000309,3,3.0,7.0,3.0
7711,2022-12-28,Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,TEC-PH-10003095,5,45.0,45.0,35.0
7712,2023-11-20,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10001876,3,16.0,64.0,16.0
7713,2023-07-27,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,OFF-ST-10001522,2,45.0,105.0,15.0
7714,2023-09-23,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10000300,3,25.0,25.0,25.0
7715,2022-11-27,First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,OFF-AP-10001469,6,125.0,125.0,95.0
7716,2022-03-03,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,TEC-AC-10001553,3,8.0,32.0,-2.0
7717,2022-03-31,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10004041,5,12.0,18.0,12.0
7718,2022-05-27,Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,OFF-BI-10002764,2,0.0,0.0,0.0
7719,2023-07-27,Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10001114,4,64.0,96.0,44.0
7720,2023-02-01,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10001615,3,12.0,48.0,2.0
7721,2022-11-07,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Envelopes,OFF-EN-10000461,2,8.0,12.0,8.0
7722,2022-12-08,Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004506,2,3.0,7.0,3.0
7723,2023-12-18,Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Appliances,OFF-AP-10000027,3,8.0,32.0,-2.0
7724,2023-08-31,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,FUR-CH-10003981,1,36.0,144.0,26.0
7725,2023-06-15,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,OFF-AP-10003849,1,58.0,232.0,28.0
7726,2022-04-04,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,OFF-ST-10004963,2,10.0,10.0,10.0
7727,2023-07-01,Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,OFF-ST-10002574,3,132.0,198.0,102.0
7728,2022-03-22,Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10001761,3,4.0,16.0,4.0
7729,2023-03-22,Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,OFF-AR-10000716,4,4.0,16.0,4.0
7730,2023-11-20,Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Accessories,TEC-AC-10002637,3,129.0,301.0,69.0
7731,2022-03-06,Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10003774,4,87.0,203.0,77.0
7732,2022-06-07,First Class,Home Office,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,OFF-EN-10000927,4,44.0,66.0,24.0
7733,2022-04-09,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,OFF-PA-10000743,2,4.0,6.0,4.0
7734,2022-03-12,Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,OFF-PA-10000697,4,6.0,14.0,6.0
7735,2023-02-07,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10004441,3,2.0,8.0,2.0
7736,2022-01-01,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10001870,3,4.0,16.0,4.0
7737,2023-11-16,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003684,4,28.0,42.0,18.0
7738,2022-02-22,First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,OFF-AR-10001315,9,3.0,7.0,3.0
7739,2023-06-10,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,TEC-PH-10003589,5,36.0,54.0,26.0
7740,2022-05-01,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,OFF-PA-10001609,2,2.0,8.0,2.0
7741,2022-07-16,Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10000474,1,45.0,45.0,35.0
7742,2023-07-14,Second Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Phones,TEC-PH-10003095,2,16.0,24.0,16.0
7743,2022-11-17,Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10001639,4,15.0,15.0,5.0
7744,2023-12-26,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Binders,OFF-BI-10002003,2,3.0,7.0,3.0
7745,2022-01-12,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,TEC-PH-10004539,3,228.0,342.0,148.0
7746,2023-05-08,Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,OFF-AR-10003829,3,2.0,8.0,2.0
7747,2022-11-15,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10004761,2,15.0,15.0,15.0
7748,2022-11-03,Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,OFF-FA-10003472,6,5.0,5.0,5.0
7749,2023-07-28,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,FUR-FU-10003464,3,12.0,48.0,2.0
7750,2023-05-18,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,OFF-ST-10003716,2,135.0,315.0,85.0
7751,2023-12-02,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,OFF-BI-10004002,2,15.0,15.0,15.0
7752,2023-11-25,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,TEC-PH-10002496,3,141.0,329.0,101.0
7753,2023-01-21,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,OFF-BI-10004826,2,12.0,18.0,12.0
7754,2022-10-14,First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,FUR-FU-10001546,2,10.0,10.0,10.0
7755,2023-10-23,Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Art,OFF-AR-10001919,2,0.0,0.0,0.0
7756,2022-02-09,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,OFF-PA-10002558,7,135.0,135.0,95.0
7757,2023-04-13,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10003174,5,129.0,301.0,59.0
7758,2023-02-22,Second Class,Corporate,United States,Buffalo,New York,14215,East,Technology,Phones,TEC-PH-10003988,4,8.0,32.0,-2.0
7759,2022-10-12,Second Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,FUR-FU-10004845,3,45.0,105.0,35.0
7760,2022-02-02,Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,OFF-PA-10003072,3,6.0,14.0,6.0
7761,2023-06-02,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,OFF-PA-10003641,2,12.0,28.0,2.0
7762,2023-07-25,First Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,OFF-PA-10003729,2,5.0,5.0,5.0
7763,2022-02-21,First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,OFF-AR-10003251,1,0.0,0.0,0.0
7764,2022-12-03,Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,OFF-EN-10003286,9,14.0,56.0,4.0
7765,2022-05-12,Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,OFF-AR-10004078,3,6.0,14.0,6.0
7766,2023-07-21,Same Day,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Chairs,FUR-CH-10002331,5,890.0,890.0,710.0
7767,2023-06-02,Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,OFF-AR-10001953,5,44.0,176.0,4.0
7768,2022-01-26,First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,OFF-AR-10002053,3,5.0,5.0,5.0
7769,2022-05-09,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,OFF-PA-10003651,5,6.0,24.0,6.0
7770,2023-03-30,Same Day,Corporate,United States,Riverside,California,92503,West,Technology,Phones,TEC-PH-10002885,2,416.0,624.0,206.0
